P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 P33 P34 P35 P36 P37 P38 P39 P40 P41 P42 P43 P44 P45 P46 P47 P48 P49 P50 P51 P52 P53 P54 P55 P56 P57 P58 P59 P60 P61 P62 P63 P64 P65 P66 P67 P68 P69 P70 P71 P72 P73 P74 P75 P76 P77 P78 P79 P80 P81 P82 P83 P84 P85 P86 P87 P88 P89 P90 P91 P92 P93 P94 P95 P96 P97 P98 P99 P100 P101 P102 P103 P104 P105 P106 P107 P108 P109 P110 P111 P112 P113 P114 P115 P116 P117 P118 M1 M2 M3 M4 M5 M6 M7 M8 M9 M10 M11 M12 M13 M14 M15 M16 M17 M18 M19 M20 M21 M22 M23 M24 M25 M26 M27 M28 M29 M30 M31 M32 M33 M34 M35 M36 M37 M38 M39 M40 M41 M42 M43 M44 M45 M46 M47 M48 M49 M50 M51 M52 M53 M54 M55 M56 M57 M58 M59 M60 M61 M62 M63 M64 M65 M66 M67 M68 M69 M70 M71 M72 M73 M74 M75 M76 M77 M78 M79 M80 M81 M82 M83 M84 M85 M86 M87 M88 M89 M90 M91 M92 M93 M94 M95 M96 M97 M98 M99 M100 M101 M102
686 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 1 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
686 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
686 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1120 5 4.5 4.5 4.2 4 3.3 3.2 3 3.2 3.5 4.3 5 3.91 5.3 5.6 6.1 6.9 7 7.1 7.5 7 6.3 5.4 5.2 5 6.24 27.5 23.8 23.2 18.3 14.2 10.8 8.5 8.5 10 14.5 21.2 26 17.22 100.6 93.8 98.7 113.8 133.6 150.2 131.5 156.7 122.5 107.3 118 102.6 119.11 62 76.1 68.1 54.1 48.8 37.5 48.2 42.3 73.6 76.8 65.2 69.2 60.16 -5.1 -4.6 -2.6 0.6 4.7 8.4 10.9 10.4 8.2 4.3 -1 -3.7 2.56 15.5 14.7 16.7 18.5 19.8 18.9 16.9 17.7 14.6 13.5 15 14.8 16.38 69.8 72 71.7 75.8 78.2 76.3 74.4 76.5 76.6 74.7 72.7 68.9 73.97 37.8 41.1 39.6 38.4 36.7 39.2 46.3 45.3 44.9 42.8 37.9 38.5 40.71 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1120 5 4.5 4.5 4.2 4 3.3 3.2 3 3.2 3.5 4.3 5 3.91 5.3 5.6 6.1 6.9 7 7.1 7.5 7 6.3 5.4 5.2 5 6.24 27.5 23.8 23.2 18.3 14.2 10.8 8.5 8.5 10 14.5 21.2 26 17.22 100.6 93.8 98.7 113.8 133.6 150.2 131.5 156.7 122.5 107.3 118 102.6 119.11 62 76.1 68.1 54.1 48.8 37.5 48.2 42.3 73.6 76.8 65.2 69.2 60.16 -5.1 -4.6 -2.6 0.6 4.7 8.4 10.9 10.4 8.2 4.3 -1 -3.7 2.56 15.5 14.7 16.7 18.5 19.8 18.9 16.9 17.7 14.6 13.5 15 14.8 16.38 69.8 72 71.7 75.8 78.2 76.3 74.4 76.5 76.6 74.7 72.7 68.9 73.97 37.8 41.1 39.6 38.4 36.7 39.2 46.3 45.3 44.9 42.8 37.9 38.5 40.71 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1120 5 4.5 4.5 4.2 4 3.3 3.2 3 3.2 3.5 4.3 5 3.91 5.3 5.6 6.1 6.9 7 7.1 7.5 7 6.3 5.4 5.2 5 6.24 27.5 23.8 23.2 18.3 14.2 10.8 8.5 8.5 10 14.5 21.2 26 17.22 100.6 93.8 98.7 113.8 133.6 150.2 131.5 156.7 122.5 107.3 118 102.6 119.11 62 76.1 68.1 54.1 48.8 37.5 48.2 42.3 73.6 76.8 65.2 69.2 60.16 -5.1 -4.6 -2.6 0.6 4.7 8.4 10.9 10.4 8.2 4.3 -1 -3.7 2.56 15.5 14.7 16.7 18.5 19.8 18.9 16.9 17.7 14.6 13.5 15 14.8 16.38 69.8 72 71.7 75.8 78.2 76.3 74.4 76.5 76.6 74.7 72.7 68.9 73.97 37.8 41.1 39.6 38.4 36.7 39.2 46.3 45.3 44.9 42.8 37.9 38.5 40.71 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1487 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1487 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1487 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1340 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
681 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 0 NaN 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1020 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 NaN 1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
658 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
774 4 3.8 3.8 3.6 3 2.9 2.7 2.5 2.7 2.9 3.6 4 3.28 5.4 5.8 6.7 7.7 7.8 8 8.6 8 7.3 6.1 5.5 6 6.88 26.5 22.6 21.1 15.3 10.6 7.6 5.9 5.8 7.1 11.5 19 25 14.83 91.6 86.2 85.8 98.3 115.3 136.8 122.6 146.4 108.2 88.7 107 94.4 106.78 58.5 73.8 62.1 49.6 48.8 39.3 47.6 43.5 64 70.9 62.2 66 57.19 -4 -3.1 -0.7 2.8 6.9 10.5 12.8 12.2 9.9 5.8 0 -2.6 4.25 15.5 14.5 16.4 17.9 19.5 18.4 16.6 17.3 14.2 13.3 14.9 14.8 16.11 74.4 74 72.2 74.2 76.5 75 73.3 75.6 77 77.1 76 73.4 74.93 32.2 37.1 37.6 37.4 36.2 39 46.1 45.1 44.3 39.7 33.5 32.8 38.42 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1228 4 4.2 4.2 4 3 3.1 3 2.7 3 3.3 4 4 3.64 5.4 5.6 6.2 7 7.1 7.3 7.7 7 6.5 5.5 5.3 5 6.36 27.1 23.3 22.3 17.1 12.8 9.5 7.5 7.4 8.8 13.2 20.3 26 16.24 92.8 87.9 93.2 112 134.1 149.1 129.7 155.8 121.1 105.5 112.3 94.2 115.64 63.6 77.9 67.6 53.9 48.7 37.2 48.2 42.4 73.8 77.4 64.3 68.7 60.31 -4.2 -3.7 -1.5 1.8 5.9 9.5 12 11.4 9.2 5.2 0 -2.8 3.58 15 14.3 16.3 18.1 19.6 18.6 16.8 17.6 14.3 13.3 14.7 14.4 16.08 69.8 72 71.5 75.9 78.3 76.6 75 77.1 77.3 75.6 73.4 69.3 74.34 37.6 40.7 39.3 37.8 36.2 38.6 45.8 45.1 44.4 42.2 37.4 38.3 40.28 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
820 4 4.2 4.3 4 3 3.2 3 2.8 3 3.4 4 4 3.68 5.4 5.5 6 6.4 6.7 6.9 7.2 7 6.4 5.7 5.1 5 6.11 27.6 24.3 23.8 18.8 13.9 9.8 7.6 7.5 9.1 13.7 21.4 26 16.98 95.3 85.7 93.4 116.8 140.6 163 163.2 176.7 131.1 101.9 115.2 97.4 123.36 62.8 76.5 67.6 52 44.4 34.1 39 39.6 65.5 78.8 62 66.5 57.4 -4.3 -3.9 -1.9 1.3 5.3 8.7 11 10.6 8.6 5 0 -2.9 3.12 16.6 15.3 17.1 18.9 19.6 19.3 18.9 19.6 15 13.5 15.3 15.9 17.08 71.4 73 72.9 76.5 78.2 77.9 76.5 78.2 76.9 73.2 73.2 70.3 74.83 35.6 40.7 38.8 36.3 35 35.8 41.4 42.1 45.6 46.1 38.4 37.5 39.44 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
321 4 3.4 3.5 3.2 3 2.8 2.7 2.5 2.7 3 3.3 4 3.12 4.8 6 7.6 9.3 9.9 9.9 10 10 9.5 7.8 5.2 5 7.89 23 21.2 18.5 10.9 3.5 1.1 0.8 0.8 1.8 6.5 14 20 10.19 55.2 52.9 51.3 58.8 69.1 88.8 77.8 80.2 58.4 58.2 63 67.3 65.08 46.3 64.9 54.4 44.8 40.9 42.8 55.8 42 58.5 60 49.2 57.3 51.41 -1.8 -0.7 2.4 6.5 11 14.3 15.9 15.7 12.6 8.2 3 -0.6 7.19 17.2 14.1 15.6 15 16 15.7 15 14.7 13.1 12.8 15.4 17.3 15.16 92.3 85 78.3 72.1 70.8 72.1 70.6 71.5 77 81.9 87.4 91.9 79.28 17.5 27.7 31.7 37.8 41.9 40.7 42.9 44.4 40.1 33.7 20.3 16.4 32.93 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
321 4 3.4 3.5 3.2 3 2.8 2.7 2.5 2.7 3 3.3 4 3.12 4.8 6 7.6 9.3 9.9 9.9 10 10 9.5 7.8 5.2 5 7.89 23 21.2 18.5 10.9 3.5 1.1 0.8 0.8 1.8 6.5 14 20 10.19 55.2 52.9 51.3 58.8 69.1 88.8 77.8 80.2 58.4 58.2 63 67.3 65.08 46.3 64.9 54.4 44.8 40.9 42.8 55.8 42 58.5 60 49.2 57.3 51.41 -1.8 -0.7 2.4 6.5 11 14.3 15.9 15.7 12.6 8.2 3 -0.6 7.19 17.2 14.1 15.6 15 16 15.7 15 14.7 13.1 12.8 15.4 17.3 15.16 92.3 85 78.3 72.1 70.8 72.1 70.6 71.5 77 81.9 87.4 91.9 79.28 17.5 27.7 31.7 37.8 41.9 40.7 42.9 44.4 40.1 33.7 20.3 16.4 32.93 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
321 4 3.4 3.5 3.2 3 2.8 2.7 2.5 2.7 3 3.3 4 3.12 4.8 6 7.6 9.3 9.9 9.9 10 10 9.5 7.8 5.2 5 7.89 23 21.2 18.5 10.9 3.5 1.1 0.8 0.8 1.8 6.5 14 20 10.19 55.2 52.9 51.3 58.8 69.1 88.8 77.8 80.2 58.4 58.2 63 67.3 65.08 46.3 64.9 54.4 44.8 40.9 42.8 55.8 42 58.5 60 49.2 57.3 51.41 -1.8 -0.7 2.4 6.5 11 14.3 15.9 15.7 12.6 8.2 3 -0.6 7.19 17.2 14.1 15.6 15 16 15.7 15 14.7 13.1 12.8 15.4 17.3 15.16 92.3 85 78.3 72.1 70.8 72.1 70.6 71.5 77 81.9 87.4 91.9 79.28 17.5 27.7 31.7 37.8 41.9 40.7 42.9 44.4 40.1 33.7 20.3 16.4 32.93 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
